age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,ID
45,7,1,2,0,1441,1,0,2,18,11,93,1,113,2,-1,25031
44,7,1,2,0,3790,1,0,-1,13,5,342,2,-1,0,-1,2602
38,4,1,1,0,3289,0,0,-1,9,6,553,2,-1,0,-1,9993
51,10,-1,3,0,0,0,0,2,13,8,60,2,-1,0,-1,20798
58,7,1,2,0,99,0,0,1,22,9,396,2,-1,0,-1,44854
33,10,1,3,0,184,0,0,2,5,2,113,1,-1,0,-1,30411
47,1,1,1,0,201,1,0,2,7,8,58,2,382,1,0,40695
59,10,1,-1,0,147,0,0,2,7,7,119,3,-1,0,-1,12699
32,10,0,3,0,1047,1,0,2,13,8,203,6,-1,0,-1,20826
32,10,1,3,1,2,0,0,2,8,7,82,1,-1,0,-1,13077
27,7,1,2,0,317,1,1,2,15,5,1286,1,-1,0,-1,38282
35,9,1,2,0,725,1,0,2,10,7,402,1,-1,0,-1,13739
38,4,1,1,0,195,1,0,2,15,5,165,2,-1,0,-1,38110
26,0,1,1,0,70,1,0,-1,28,5,99,2,-1,0,-1,6847
51,7,1,3,0,825,0,0,2,17,11,977,3,-1,0,-1,45207
29,7,0,2,0,-13,1,0,2,14,5,512,3,-1,0,-1,38026
56,4,0,1,0,739,1,0,-1,15,5,95,1,-1,0,-1,3493
37,10,1,3,0,347,1,0,2,22,7,282,1,-1,0,-1,16098
41,8,1,2,0,30,0,0,2,30,4,460,1,-1,0,-1,34095
31,8,0,2,0,159,1,0,2,21,11,66,1,182,1,0,27063
43,4,-1,2,0,47,1,1,2,13,5,163,2,370,1,0,37376
30,7,0,2,0,853,0,0,2,3,6,343,1,-1,0,-1,40022
45,1,1,2,0,870,0,1,-1,19,6,258,2,-1,0,-1,11621
46,9,1,2,0,659,1,0,1,29,7,1127,11,-1,0,-1,17795
51,4,1,1,0,565,1,1,2,5,5,157,7,250,3,0,34680
31,4,1,1,0,251,1,0,-1,7,5,212,2,-1,0,-1,1084
26,4,0,2,0,330,1,0,2,18,5,156,1,348,1,0,38947
29,5,1,2,0,123,0,1,2,7,7,151,1,-1,0,-1,12852
39,4,1,2,0,1403,0,0,2,11,5,214,8,326,2,0,36210
49,5,1,2,0,3554,0,0,2,4,8,39,1,-1,0,-1,18879
33,4,0,2,0,56,1,0,-1,8,5,112,2,-1,0,-1,1516
36,4,1,2,0,7449,1,0,2,20,11,187,2,-1,0,-1,26571
60,9,0,2,0,473,0,0,2,5,2,175,2,8,1,-1,30512
41,1,1,1,0,39,0,0,2,21,8,299,4,-1,0,-1,22162
39,4,0,-1,0,2841,1,0,-1,5,6,1121,3,-1,0,-1,9310
39,5,1,2,0,100,1,0,2,8,5,132,1,-1,0,-1,35685
59,3,1,2,1,-2,0,1,2,18,7,102,1,-1,0,-1,15355
22,2,0,-1,0,1232,0,0,2,30,7,283,1,430,2,-1,44355
30,10,1,3,0,49,1,1,-1,1,7,359,1,-1,0,-1,12475
52,10,-1,3,0,1988,1,0,2,6,5,88,1,299,1,0,35059
32,10,1,3,0,71,1,0,2,21,7,221,8,-1,0,-1,15688
24,5,0,2,1,-122,1,0,-1,13,5,1000,1,-1,0,-1,2388
54,10,1,3,0,0,0,0,-1,5,5,120,2,-1,0,-1,294
54,10,1,3,0,3020,0,0,2,12,8,106,2,-1,0,-1,20425
58,3,1,-1,0,937,0,0,2,5,8,155,1,-1,0,-1,19039
32,9,1,2,0,97,1,0,2,18,5,165,2,364,1,1,39020
30,7,1,2,0,27,1,0,2,19,8,163,2,-1,0,-1,21632
38,9,1,-1,0,28,0,0,-1,20,5,725,1,-1,0,-1,4755
37,7,1,2,0,83,1,0,2,6,5,68,1,363,1,0,34872
27,2,0,2,0,671,1,0,-1,7,5,332,2,-1,0,-1,1053
52,4,1,3,0,297,1,0,2,18,11,62,2,195,1,0,25178
48,10,1,3,0,1175,1,0,1,18,11,1476,3,-1,0,-1,25432
36,5,1,1,0,179,0,0,-1,9,6,411,1,-1,0,-1,9832
51,4,0,2,0,708,1,0,1,14,5,391,1,364,1,0,37761
53,3,1,1,0,828,1,0,-1,19,6,232,1,-1,0,-1,11530
44,4,0,1,0,0,1,0,2,24,7,184,1,-1,0,-1,16632
48,10,1,3,0,1335,0,0,2,22,8,492,7,-1,0,-1,22399
25,4,1,2,0,300,1,1,-1,19,5,126,3,-1,0,-1,4203
29,10,0,3,0,2531,0,0,2,19,8,634,1,-1,0,-1,41173
44,7,1,1,0,4389,0,0,2,29,7,33,1,-1,0,-1,17732
56,10,1,3,0,-45,1,0,-1,30,5,116,6,-1,0,-1,7805
35,7,0,3,0,632,0,0,2,7,8,141,1,-1,0,-1,19661
54,4,-1,2,0,1613,1,0,2,7,7,128,3,-1,0,-1,12731
39,5,1,2,0,695,1,0,-1,28,5,429,10,-1,0,-1,6946
49,10,1,3,0,1311,1,0,2,8,5,813,1,-1,0,-1,35747
48,4,1,2,0,2008,0,0,2,21,8,238,4,-1,0,-1,22194
31,6,0,3,0,3343,0,0,2,3,9,365,1,94,1,1,41411
29,4,0,2,0,734,1,1,2,30,4,259,1,296,1,-1,34176
36,7,1,3,0,341,0,0,2,13,8,282,1,-1,0,-1,40969
41,4,1,2,0,284,1,0,2,31,7,8,23,-1,0,-1,18669
47,9,1,2,0,175,1,0,2,15,5,236,4,262,7,0,38125
50,4,1,2,0,616,1,0,2,6,8,439,6,-1,0,-1,19253
34,4,1,-1,0,41,1,0,2,6,5,34,9,-1,0,-1,34799
50,4,1,1,0,334,0,0,2,27,8,79,3,-1,0,-1,23371
24,4,0,2,0,167,0,1,2,18,2,134,2,-1,0,-1,31127
31,10,1,3,0,81,1,0,2,29,10,164,2,-1,0,-1,42036
52,8,1,3,0,54,1,1,1,18,11,103,1,-1,0,-1,24968
36,4,0,2,0,641,1,0,2,17,7,735,2,-1,0,-1,15273
40,4,1,1,0,1206,0,1,1,16,7,201,5,-1,0,-1,14970
30,6,0,3,0,655,0,0,2,23,9,272,4,184,1,1,44880
41,4,0,2,0,1564,1,0,2,12,5,493,10,362,1,-1,36714
32,10,0,3,0,2360,0,0,2,3,2,152,2,160,5,-1,29511
29,10,1,3,0,991,0,0,2,7,5,109,2,-1,0,-1,35544
33,7,1,2,0,183,0,0,2,16,7,457,2,182,3,-1,44220
40,6,1,3,0,355,1,0,2,17,7,1390,2,-1,0,-1,15194
33,5,1,2,0,346,1,0,2,16,7,172,1,-1,0,-1,14775
48,8,1,3,0,0,0,1,2,8,8,85,9,-1,0,-1,19809
55,3,1,2,0,991,0,0,2,11,7,593,2,-1,0,-1,14132
43,4,1,1,0,-423,1,1,2,11,5,457,1,-1,0,-1,36053
42,10,-1,3,0,0,0,0,1,19,8,225,4,-1,0,-1,21583
42,1,1,2,0,477,1,1,2,17,11,231,2,-1,0,-1,24259
36,8,1,1,0,6317,0,0,-1,12,6,478,2,-1,0,-1,10437
27,2,0,2,0,121,0,0,2,2,6,145,2,-1,0,-1,39950
30,5,1,2,0,253,1,0,2,5,5,235,2,-1,0,-1,34575
54,10,1,3,0,511,0,0,2,22,5,264,2,94,3,0,39410
32,7,1,2,0,253,1,0,2,21,11,76,1,170,3,0,27311
33,10,1,3,0,332,1,1,2,28,1,706,1,-1,0,-1,27821
30,4,1,2,0,363,1,0,2,3,2,165,1,-1,0,-1,29467
50,9,1,2,0,0,0,0,2,4,8,86,4,-1,0,-1,18942
42,7,1,2,0,3082,0,0,2,11,9,285,1,-1,0,-1,41550
57,3,0,3,0,842,0,0,2,13,8,284,3,-1,0,-1,41023
46,4,1,1,0,0,0,0,2,22,8,65,2,-1,0,-1,22363
32,4,0,2,0,811,1,0,2,14,5,563,1,-1,0,-1,37789
32,6,0,3,0,444,0,0,2,19,11,101,1,-1,0,-1,25862
38,9,0,2,0,2345,1,0,-1,29,5,174,2,-1,0,-1,7275
53,4,1,1,0,1090,1,0,2,9,4,207,1,-1,0,-1,31874
75,3,1,3,0,4912,0,0,1,20,10,238,2,183,5,0,45064
38,4,1,-1,0,0,1,0,2,2,4,477,2,267,1,0,31520
35,7,-1,2,0,1085,0,0,2,27,8,130,10,-1,0,-1,23206
26,4,1,2,0,128,0,0,-1,4,7,355,1,-1,0,-1,12602
28,7,0,2,0,289,1,0,-1,26,5,83,1,-1,0,-1,6009
29,9,1,3,0,111,0,0,2,14,5,208,1,-1,0,-1,37782
55,8,1,1,0,199,0,0,2,17,11,176,1,-1,0,-1,24224
56,4,1,1,0,2163,0,0,1,31,7,31,3,-1,0,-1,18786
25,4,0,2,0,330,1,0,-1,4,6,605,1,-1,0,-1,8787
56,3,1,2,0,450,0,0,1,17,11,16,1,-1,0,-1,24343
51,7,-1,2,0,2323,1,1,2,18,8,151,10,-1,0,-1,21261
28,9,0,2,0,127,0,0,2,16,9,1334,2,-1,0,-1,44825
36,0,1,2,0,356,0,0,2,8,7,361,1,-1,0,-1,13199
34,10,1,3,0,731,1,0,2,21,11,378,4,-1,0,-1,27586
54,10,1,3,0,1258,0,0,2,28,8,153,14,-1,0,-1,23643
39,4,1,2,0,8152,0,0,2,20,11,80,1,-1,0,-1,26407
36,9,1,3,0,0,1,0,2,18,7,837,8,-1,0,-1,15520
30,10,0,3,0,1028,0,0,2,4,2,1294,2,-1,0,-1,29748
59,5,1,2,0,0,1,0,1,11,5,437,2,361,5,0,36407
74,3,1,-1,0,7819,0,0,2,6,8,165,3,-1,0,-1,40675
32,5,0,2,0,481,1,0,2,13,5,150,3,174,4,0,37038
30,10,1,-1,0,385,0,0,2,26,5,56,2,97,2,-1,39581
39,5,-1,2,0,282,1,0,2,17,7,243,1,-1,0,-1,15129
43,6,1,2,1,-1415,0,0,2,10,7,58,1,-1,0,-1,13804
35,4,1,2,0,25,1,0,-1,8,5,23,5,-1,0,-1,1457
36,4,-1,2,0,2278,1,0,-1,23,5,152,2,-1,0,-1,5391
52,5,-1,1,0,130,1,0,-1,29,5,103,2,-1,0,-1,7096
40,4,-1,2,0,-333,1,0,-1,5,5,183,2,-1,0,-1,343
33,5,0,2,0,1646,1,0,1,7,5,317,2,-1,0,-1,35215
43,-1,1,2,0,703,1,0,2,7,5,96,3,301,1,0,35478
53,1,0,1,0,80,0,0,2,5,2,230,2,-1,0,-1,30566
38,4,1,2,0,2283,1,0,2,14,7,221,3,-1,0,-1,14255
55,0,1,2,0,512,0,0,2,28,1,70,1,-1,0,-1,27881
24,10,0,3,0,1030,0,0,2,4,3,396,2,-1,0,-1,31252
53,7,0,-1,0,5331,0,0,2,21,11,302,1,-1,0,-1,27132
32,10,1,2,0,375,0,0,2,20,8,135,3,-1,0,-1,22013
59,7,-1,2,0,797,1,0,2,18,11,319,2,165,2,0,25182
48,4,1,1,0,3886,0,0,2,11,8,297,2,-1,0,-1,20148
48,9,1,2,0,0,0,0,2,20,8,108,4,-1,0,-1,21886
59,3,1,1,0,824,1,0,1,28,7,81,3,-1,0,-1,17365
37,0,-1,1,0,849,1,0,-1,7,5,166,1,-1,0,-1,991
38,4,1,2,0,279,1,0,2,11,5,379,3,-1,0,-1,36423
37,4,0,2,0,263,0,0,2,11,7,143,2,-1,0,-1,14057
31,4,0,2,0,855,1,0,2,16,4,94,1,317,2,0,32343
46,4,1,2,0,0,1,0,2,8,5,264,2,-1,0,-1,35895
38,8,1,3,0,898,1,0,-1,6,5,132,2,-1,0,-1,646
31,10,1,3,0,197,1,0,2,2,2,105,1,-1,0,-1,29063
31,7,0,3,0,236,1,0,2,30,1,200,1,259,1,0,28719
40,10,1,3,0,1041,1,0,-1,12,6,73,1,-1,0,-1,10391
44,5,-1,2,0,7,1,1,-1,7,5,238,3,-1,0,-1,1032
27,10,0,3,0,377,0,0,2,21,8,171,3,91,1,0,41234
28,4,1,2,0,127,1,1,2,4,2,66,1,-1,0,-1,29774
36,10,1,2,0,565,0,0,2,27,3,300,1,-1,0,-1,31416
32,4,1,2,0,290,1,0,2,6,5,150,1,-1,0,-1,34937
29,2,0,3,0,185,1,0,-1,7,5,141,3,-1,0,-1,789
32,7,1,3,0,8023,0,0,2,25,5,146,1,97,1,-1,39449
56,4,0,2,0,663,0,1,2,8,7,819,3,-1,0,-1,13273
22,4,0,2,0,-189,1,0,-1,30,5,59,3,-1,0,-1,7926
37,4,1,2,0,311,1,0,-1,4,6,135,1,-1,0,-1,8909
44,4,1,1,0,976,1,0,2,11,5,164,2,-1,0,-1,36302
38,0,1,3,0,2812,1,0,2,30,4,830,1,-1,0,-1,33963
36,7,1,2,0,4613,0,0,2,19,11,207,2,-1,0,-1,26076
55,10,1,3,0,2537,0,0,2,19,8,97,5,-1,0,-1,21586
54,4,1,1,0,0,0,0,-1,16,6,101,6,-1,0,-1,10563
32,7,1,-1,0,0,0,1,2,21,11,296,1,-1,0,-1,27208
45,4,-1,1,0,102,1,0,2,11,5,282,1,-1,0,-1,36239
36,4,1,2,0,537,0,1,2,7,7,206,6,-1,0,-1,12809
48,4,1,-1,0,100,1,0,-1,29,5,206,1,-1,0,-1,7247
50,7,1,2,0,2972,0,0,2,28,7,73,5,-1,0,-1,17262
53,4,1,1,0,4641,0,0,-1,16,6,356,2,-1,0,-1,10640
56,8,1,-1,0,88,1,0,-1,13,5,172,2,-1,0,-1,2560
48,1,1,2,0,513,0,1,2,28,7,939,3,-1,0,-1,17220
33,10,-1,3,0,893,1,0,2,29,1,259,1,259,9,0,28186
33,9,0,3,0,3379,0,0,2,20,11,290,3,-1,0,-1,26848
33,4,1,2,0,-338,1,0,-1,30,5,91,9,-1,0,-1,7549
33,7,1,2,0,359,1,0,2,20,4,210,1,242,1,-1,33121
26,4,0,2,1,-36,1,0,-1,3,6,482,2,-1,0,-1,8571
33,4,0,2,0,1387,0,0,2,5,2,185,1,-1,0,-1,30315
37,4,1,2,0,1590,0,0,-1,12,6,305,2,-1,0,-1,10284
37,0,1,-1,0,4565,0,0,2,4,9,369,1,-1,0,-1,41432
40,4,0,-1,0,-154,1,1,-1,19,5,258,1,-1,0,-1,4077
38,10,1,3,0,276,0,0,2,14,10,322,1,-1,0,-1,45019
28,2,0,2,0,29,0,1,2,6,2,402,1,-1,0,-1,30633
18,2,0,1,0,1944,0,0,1,10,8,122,3,-1,0,-1,40737
57,4,1,2,0,1404,0,0,2,18,8,119,7,-1,0,-1,21334
38,10,1,3,0,536,1,0,2,22,10,234,1,92,1,1,45087
48,5,1,-1,0,1155,1,0,-1,16,5,557,4,-1,0,-1,3939
50,8,1,3,0,2410,0,0,2,21,11,65,1,-1,0,-1,27086
57,7,-1,2,0,372,0,0,2,14,8,280,4,-1,0,-1,21098
35,5,0,2,0,5551,1,0,2,20,11,258,1,-1,0,-1,26280
36,10,1,3,0,708,1,0,2,17,7,59,3,-1,0,-1,15209
33,4,1,1,0,41,1,0,2,13,5,173,1,-1,0,-1,37042
49,10,-1,3,0,696,1,0,-1,2,6,310,3,-1,0,-1,8333
46,7,1,2,0,1307,1,0,-1,29,5,404,1,-1,0,-1,7217
43,7,0,3,0,275,1,0,1,14,5,151,2,360,1,-1,37786
47,10,1,3,0,-50,0,1,2,7,7,175,1,-1,0,-1,12882
37,10,1,3,0,2364,0,0,1,18,7,662,4,-1,0,-1,15509
43,10,1,3,0,348,0,1,2,15,7,88,3,-1,0,-1,14596
49,4,1,1,0,397,0,0,2,22,8,263,1,-1,0,-1,22608
35,6,1,2,0,347,0,0,-1,20,6,231,1,-1,0,-1,11758
34,7,0,2,0,0,0,0,2,20,8,113,2,-1,0,-1,21854
45,5,0,2,0,359,1,0,-1,18,6,41,8,-1,0,-1,11315
31,4,1,1,0,-848,1,0,-1,23,5,559,3,-1,0,-1,5590
35,4,0,2,0,855,1,0,2,12,5,549,1,300,1,1,36757
53,9,0,2,0,2398,1,0,2,2,8,317,1,180,2,0,44376
43,4,1,1,0,103,1,0,-1,17,6,179,2,-1,0,-1,10919
44,10,0,3,0,3355,1,0,-1,12,6,312,2,-1,0,-1,10416
57,3,1,2,0,2714,0,0,2,12,8,106,2,-1,0,-1,20562
59,3,1,1,0,0,1,0,2,28,7,20,4,-1,0,-1,17197
41,7,0,3,0,5365,1,0,2,7,5,412,2,-1,0,-1,35374
33,7,1,2,0,162,1,1,2,14,7,122,2,-1,0,-1,14230
30,4,0,2,0,-477,1,1,-1,27,5,220,2,-1,0,-1,6459
28,7,0,2,0,618,1,0,2,7,5,281,1,-1,0,-1,35419
31,7,0,3,0,221,1,0,-1,19,5,145,3,-1,0,-1,4184
30,9,1,2,0,4,0,0,-1,20,6,7,2,-1,0,-1,12191
30,5,1,2,0,1222,1,0,2,14,5,444,1,-1,0,-1,37875
82,3,1,3,0,278,0,0,2,16,2,223,7,-1,0,-1,31090
54,5,1,2,0,-22,0,1,2,9,7,85,1,-1,0,-1,13436
57,3,1,2,0,2020,0,0,-1,19,6,93,4,-1,0,-1,11571
50,1,1,2,0,7317,1,0,2,13,5,172,1,370,1,0,37174
46,9,1,2,0,1083,0,0,2,25,8,67,9,-1,0,-1,22692
37,4,1,2,0,-67,0,0,2,2,2,157,1,-1,0,-1,29174
43,7,1,2,0,0,0,0,2,19,8,103,2,-1,0,-1,21663
38,10,1,3,0,-239,1,0,-1,2,6,221,2,-1,0,-1,8202
40,4,1,2,0,1508,0,0,2,10,8,153,2,383,1,0,40765
26,5,0,2,0,1050,1,0,-1,2,6,118,3,-1,0,-1,8159
45,7,0,2,0,1196,1,0,2,14,7,108,6,-1,0,-1,14425
57,6,0,1,0,6056,1,0,2,21,11,18,5,-1,0,-1,27647
33,8,1,3,0,595,0,0,2,7,8,22,2,-1,0,-1,19505
49,4,1,1,0,247,0,1,2,22,7,283,1,-1,0,-1,16036
35,4,1,-1,0,56,1,0,-1,3,6,130,1,-1,0,-1,8551
76,3,1,3,0,0,0,0,1,19,8,170,1,-1,0,-1,41172
42,7,1,2,0,2980,0,0,-1,20,6,101,3,-1,0,-1,12093
34,4,0,2,0,869,0,0,2,31,8,89,1,-1,0,-1,41371
45,9,1,2,0,14902,1,0,-1,20,6,31,6,-1,0,-1,12122
44,7,1,2,0,381,1,0,2,9,7,92,1,-1,0,-1,13504
46,10,1,2,0,0,0,0,2,18,11,1855,1,-1,0,-1,24980
41,1,1,1,0,1332,0,0,1,2,2,122,3,-1,0,-1,29176
27,5,0,2,0,683,1,0,-1,9,5,44,3,-1,0,-1,1936
71,3,1,2,0,29941,0,0,1,18,6,80,1,71,3,-1,43954
40,7,0,2,1,96,0,1,2,21,7,181,2,-1,0,-1,15835
45,9,1,2,0,335,0,0,2,9,7,89,3,-1,0,-1,13538
33,7,0,2,0,10,1,0,2,6,2,71,2,274,1,0,30776
34,6,0,3,0,2800,1,0,-1,14,5,668,1,-1,0,-1,3041
29,9,-1,2,0,120,0,1,2,3,2,197,1,-1,0,-1,29497
57,7,-1,2,0,63,1,0,-1,5,5,242,1,-1,0,-1,36
54,6,1,3,0,66,1,0,1,12,5,246,2,-1,0,-1,36544
41,10,1,2,0,1956,0,0,2,4,5,114,6,168,11,-1,34376
40,4,1,1,0,2880,1,0,-1,6,5,145,2,-1,0,-1,619
54,7,1,2,0,114,0,0,2,30,7,458,3,-1,0,-1,18082
45,7,-1,2,0,29,0,0,-1,12,6,385,1,-1,0,-1,10324
59,1,1,2,0,0,0,0,1,5,6,153,1,-1,0,-1,40157
29,4,1,1,0,707,0,0,2,7,7,210,1,-1,0,-1,12861
31,0,0,2,0,8304,0,0,2,20,10,164,1,183,1,0,41898
36,10,1,2,0,396,1,0,2,7,5,327,4,-1,0,-1,35228
41,10,1,3,0,1391,0,0,2,5,8,537,1,-1,0,-1,19018
48,10,1,2,0,410,1,0,2,12,5,116,1,-1,0,-1,36704
35,4,1,1,0,0,1,0,2,24,7,90,6,-1,0,-1,16804
59,7,1,2,0,4263,0,1,2,20,11,426,2,-1,0,-1,26676
60,3,0,2,0,1625,0,0,-1,12,6,119,1,-1,0,-1,10356
48,5,1,2,0,7019,1,0,-1,30,5,465,3,-1,0,-1,7793
59,10,0,3,0,1180,0,0,2,30,7,22,3,-1,0,-1,18151
41,8,1,1,0,406,0,0,-1,6,6,272,1,-1,0,-1,9410
46,7,1,2,0,159,0,1,2,11,8,139,4,-1,0,-1,20233
39,10,-1,3,0,517,1,1,-1,14,5,1328,1,-1,0,-1,2832
56,3,1,1,0,1947,0,0,2,2,3,225,2,123,5,0,43187
30,8,1,2,0,392,1,0,2,20,11,117,3,-1,0,-1,26792
34,10,1,3,0,1022,1,0,2,8,9,219,1,-1,0,-1,41489
28,9,1,2,0,-156,1,0,-1,6,6,161,5,-1,0,-1,9383
47,7,1,2,0,293,0,0,2,1,6,251,1,90,1,1,39794
44,1,-1,1,0,629,0,0,2,30,7,432,4,-1,0,-1,18012
33,5,-1,2,0,327,1,0,-1,7,5,109,1,-1,0,-1,871
35,4,0,2,0,0,1,0,2,8,5,237,1,368,1,-1,35797
35,7,0,2,0,11423,1,0,-1,23,5,107,1,-1,0,-1,5250
52,9,1,2,0,473,1,0,2,25,7,135,2,-1,0,-1,16999
36,7,0,2,0,9149,1,0,2,13,8,141,3,-1,0,-1,20833
57,3,-1,3,0,241,0,1,2,5,8,146,1,-1,0,-1,19051
47,7,1,2,0,1740,1,0,2,13,9,502,1,490,1,0,44772
31,10,0,3,0,3289,0,0,2,12,4,235,1,314,1,0,43438
29,10,1,3,0,8089,1,0,-1,28,5,314,2,-1,0,-1,6908
52,0,1,2,0,105,0,0,2,20,11,96,1,-1,0,-1,26533
52,7,1,2,0,0,0,0,-1,14,5,97,2,-1,0,-1,2754
32,9,1,3,0,1,1,1,2,10,7,143,1,-1,0,-1,13708
31,9,1,2,0,54,1,0,2,21,11,226,1,-1,0,-1,27308
51,10,1,3,0,0,0,0,-1,7,6,302,1,-1,0,-1,43875
47,10,1,-1,0,4567,0,0,1,31,7,921,4,-1,0,-1,18309
48,10,1,3,0,7867,1,1,-1,30,5,306,3,-1,0,-1,7934
25,2,1,3,0,0,1,0,2,9,7,160,1,-1,0,-1,13498
48,10,1,3,0,1204,0,0,2,3,9,116,2,760,1,-1,44668
47,4,1,2,0,0,1,0,-1,29,5,135,2,-1,0,-1,7442
50,7,-1,2,0,0,1,0,2,14,5,109,3,92,3,0,43719
47,1,1,1,0,275,1,0,2,14,5,261,3,-1,0,-1,37982
52,7,1,2,0,1781,1,0,-1,19,5,144,2,-1,0,-1,4100
53,4,1,2,0,684,1,1,2,10,7,197,1,-1,0,-1,13918
59,5,1,2,0,968,0,0,2,9,2,105,2,-1,0,-1,30874
56,10,-1,3,0,-59,0,1,2,28,7,127,6,-1,0,-1,17487
31,10,0,3,0,775,1,0,2,20,4,207,1,308,2,0,33281
27,9,1,2,0,897,0,0,2,5,6,397,1,-1,0,-1,40123
31,10,0,3,0,74,1,1,2,15,5,13,11,-1,0,-1,38529
34,6,1,3,0,980,0,0,2,31,8,69,2,54,4,0,41351
40,9,1,2,0,-253,1,0,2,9,7,177,1,-1,0,-1,13499
39,4,1,1,0,2862,1,0,-1,28,5,227,2,-1,0,-1,6706
44,4,1,1,0,0,1,0,-1,14,5,220,7,-1,0,-1,3022
43,8,1,1,0,346,1,0,2,21,11,9,5,-1,0,-1,27654
66,3,1,1,0,747,0,0,1,28,1,203,3,93,1,0,42769
31,4,1,2,0,360,1,1,2,29,1,89,1,241,1,0,28318
58,4,1,1,0,1965,0,0,2,18,3,125,1,-1,0,-1,43327
52,7,1,-1,0,0,0,0,-1,6,5,195,1,-1,0,-1,574
68,3,1,3,0,2820,0,0,2,3,12,154,1,97,2,0,42399
47,4,1,2,0,473,1,0,2,21,11,127,2,176,2,-1,27602
28,0,0,3,0,1010,1,0,-1,4,6,174,2,-1,0,-1,8856
26,7,0,2,0,626,1,0,2,15,5,412,2,-1,0,-1,38407
39,1,-1,2,0,188,0,0,2,8,7,163,1,-1,0,-1,13217
43,5,-1,2,0,207,1,0,-1,16,5,132,1,-1,0,-1,3721
50,7,1,3,0,3117,0,0,2,20,11,44,2,164,1,0,26688
43,10,1,3,0,228,1,0,2,2,2,84,1,-1,0,-1,28921
52,7,1,2,0,1818,0,1,2,17,11,189,2,111,4,0,24574
35,9,1,2,0,725,1,0,2,20,11,219,7,133,1,0,26619
39,10,0,3,0,307,0,0,2,22,5,182,2,-1,0,-1,39416
54,-1,-1,3,0,2272,1,0,1,19,11,88,1,189,1,0,25967
59,3,1,1,0,3079,0,0,1,31,7,19,2,-1,0,-1,18375
29,7,1,1,0,95,1,0,2,21,7,255,1,-1,0,-1,15734
32,7,1,3,0,0,1,0,2,2,6,149,1,-1,0,-1,39843
27,5,0,2,0,0,0,0,2,6,2,145,1,-1,0,-1,30685
44,10,1,2,0,238,0,0,2,19,8,147,3,-1,0,-1,21766
24,7,0,3,0,10,1,0,2,18,5,78,2,367,2,-1,39066
37,9,1,2,0,176,1,0,2,5,5,147,2,347,1,0,34667
37,5,0,2,0,-111,1,0,2,13,5,147,4,-1,0,-1,37095
60,10,1,3,0,3895,0,1,-1,20,6,28,8,-1,0,-1,12034
47,10,1,3,0,2820,0,0,-1,20,6,92,3,-1,0,-1,11924
36,4,1,2,0,1482,1,0,2,21,11,154,1,-1,0,-1,27104
32,7,0,2,0,321,1,0,2,11,8,156,2,-1,0,-1,20129
42,10,1,3,0,477,1,0,-1,5,6,517,3,-1,0,-1,9223
27,5,0,2,0,302,0,0,2,8,1,151,1,189,1,1,42600
32,5,0,2,0,-408,1,0,-1,23,5,253,2,-1,0,-1,5220
37,10,1,1,0,1506,0,0,2,2,11,101,3,80,3,1,42096
60,10,-1,2,0,0,0,0,2,5,8,603,3,-1,0,-1,19000
53,0,0,2,0,6248,0,0,2,28,1,885,1,-1,0,-1,27777
41,7,-1,2,0,258,0,0,2,13,8,104,6,-1,0,-1,20864
56,10,1,3,0,363,0,0,2,2,2,49,1,-1,0,-1,29026
51,10,1,3,0,1990,0,0,1,31,7,251,5,-1,0,-1,18674
34,6,1,2,0,179,1,1,2,24,7,137,4,-1,0,-1,16576
29,4,1,1,0,50,0,0,2,8,7,185,2,-1,0,-1,13129
44,4,-1,-1,0,532,0,0,-1,16,5,141,2,-1,0,-1,3864
35,7,-1,2,0,54,0,0,2,22,8,73,2,-1,0,-1,22436
39,9,0,2,0,1661,0,1,2,8,7,431,1,-1,0,-1,13059
32,10,1,3,0,1208,0,0,2,11,8,221,3,-1,0,-1,20334
40,10,1,3,0,384,0,0,-1,28,5,191,2,-1,0,-1,6808
48,4,1,2,0,503,1,0,2,14,5,105,1,-1,0,-1,37671
45,7,1,3,0,2359,0,0,2,18,8,199,7,-1,0,-1,21470
37,4,1,2,0,1053,0,0,-1,16,6,405,3,-1,0,-1,10474
28,10,0,3,0,2253,1,0,-1,18,6,906,2,-1,0,-1,11109
56,3,-1,2,0,-663,1,0,-1,27,5,243,2,-1,0,-1,6192
35,9,1,2,0,4698,1,0,-1,16,6,359,1,-1,0,-1,10661
31,4,1,2,0,2591,1,0,2,20,11,55,1,-1,0,-1,26557
44,4,-1,1,0,-97,1,1,2,15,5,197,3,288,4,0,38573
25,7,0,2,0,0,0,1,2,8,7,634,1,-1,0,-1,13108
27,7,1,2,0,639,1,0,-1,26,5,633,1,-1,0,-1,6074
36,7,1,2,0,-179,1,0,2,18,11,476,2,124,1,0,25365
37,7,1,2,0,28,0,0,2,21,8,101,2,-1,0,-1,22125
39,4,1,1,0,499,1,0,2,13,5,156,1,-1,0,-1,37304
46,10,0,2,0,5993,0,0,2,22,9,159,1,112,1,0,41613
32,9,0,2,0,45,1,1,2,14,5,908,3,344,7,-1,38064
29,10,0,3,0,42,1,0,-1,26,6,91,4,-1,0,-1,12313
29,4,1,-1,0,135,1,0,-1,23,5,150,6,-1,0,-1,5452
43,5,-1,2,0,0,1,0,-1,6,5,125,2,-1,0,-1,704
